Time,PV(W)
2024-12-15 08:45:00,5156
2024-12-15 08:50:00,7190
2024-12-15 08:55:00,7139
2024-12-15 09:00:00,12677
2024-12-15 09:05:00,14287
2024-12-15 09:10:00,15559
2024-12-15 09:15:00,15235
2024-12-15 09:20:00,15043
2024-12-15 09:25:00,11818
2024-12-15 09:30:00,11676
2024-12-15 09:35:00,14447
2024-12-15 09:40:00,15783
2024-12-15 09:45:00,14388
2024-12-15 09:50:00,12647
2024-12-15 09:55:00,14344
2024-12-15 10:00:00,17132
2024-12-15 10:05:00,20286
2024-12-15 10:10:00,15962
2024-12-15 10:15:00,16387
2024-12-15 10:20:00,20091
2024-12-15 10:25:00,23141
2024-12-15 10:30:00,8624
2024-12-15 10:35:00,23934
2024-12-15 10:40:00,24856
2024-12-15 10:45:00,23957
2024-12-15 10:50:00,21718
2024-12-15 10:55:00,23016
2024-12-15 11:00:00,20533
2024-12-15 11:05:00,26203
2024-12-15 11:10:00,28578
2024-12-15 11:15:00,28026
2024-12-15 11:20:00,27606
2024-12-15 11:25:00,21368
2024-12-15 11:30:00,26844
2024-12-15 11:35:00,27010
2024-12-15 11:40:00,26677
2024-12-15 11:45:00,28230
2024-12-15 11:50:00,27999
2024-12-15 11:55:00,26951
2024-12-15 12:00:00,26425
2024-12-15 12:05:00,27995
2024-12-15 12:10:00,29925
2024-12-15 12:15:00,30373
2024-12-15 12:20:00,29853
2024-12-15 12:25:00,30654
2024-12-15 12:30:00,30500
2024-12-15 12:35:00,30268
2024-12-15 12:40:00,30944
2024-12-15 12:45:00,31568
2024-12-15 12:50:00,32175
2024-12-15 12:55:00,30926
2024-12-15 13:00:00,31017
2024-12-15 13:05:00,31671
2024-12-15 13:10:00,30561
2024-12-15 13:15:00,31631
2024-12-15 13:20:00,31367
2024-12-15 13:25:00,30715
2024-12-15 13:30:00,32061
2024-12-15 13:35:00,33102
2024-12-15 13:40:00,31397
2024-12-15 13:45:00,31475
2024-12-15 13:50:00,31944
2024-12-15 13:55:00,10861
2024-12-15 14:00:00,10440
2024-12-15 14:05:00,32389
2024-12-15 14:10:00,32448
2024-12-15 14:15:00,32353
2024-12-15 14:20:00,32926
2024-12-15 14:25:00,31567
2024-12-15 14:30:00,26978
2024-12-15 14:35:00,12186
2024-12-15 14:40:00,9628
2024-12-15 14:45:00,11316
2024-12-15 14:50:00,19370
2024-12-15 14:55:00,27436
2024-12-15 15:00:00,7902
2024-12-15 15:05:00,5909
2024-12-15 15:10:00,5332
2024-12-15 15:15:00,6317
2024-12-15 15:20:00,8196
2024-12-15 15:25:00,20771
2024-12-15 15:30:00,12112
2024-12-15 15:35:00,17375
2024-12-15 15:40:00,9824
2024-12-15 15:45:00,8357
2024-12-15 15:50:00,7518
2024-12-15 15:55:00,7838
2024-12-15 16:00:00,6727
2024-12-15 16:05:00,7004
2024-12-15 16:10:00,14982
2024-12-15 16:15:00,19105
2024-12-15 16:20:00,9437
2024-12-15 16:25:00,11972
2024-12-15 16:30:00,14526
2024-12-15 16:35:00,8947
2024-12-15 16:40:00,9036
2024-12-15 16:45:00,10699
2024-12-15 16:50:00,7448
2024-12-15 16:55:00,12950
2024-12-15 17:00:00,6938
2024-12-15 17:05:00,7254
2024-12-15 17:10:00,12002
2024-12-15 17:15:00,5019
2024-12-15 17:20:00,5442
2024-12-15 17:25:00,10009
2024-12-15 17:30:00,6412
2024-12-15 17:35:00,8186
2024-12-15 17:40:00,4737
2024-12-15 17:45:00,6142
2024-12-15 17:50:00,6639
2024-12-15 17:55:00,4905
2024-12-15 18:00:00,4493
2024-12-15 18:05:00,3777
2024-12-15 18:10:00,2997
2024-12-15 18:15:00,2499
2024-12-15 18:20:00,2140
2024-12-15 18:25:00,2176
2024-12-15 18:30:00,2077
2024-12-15 18:35:00,1794
2024-12-15 18:40:00,1381
2024-12-15 18:45:00,970
2024-12-15 18:50:00,716
2024-12-15 18:55:00,618
2024-12-15 19:00:00,458
2024-12-15 19:05:00,169
2024-12-15 19:10:00,71
2024-12-15 19:15:00,21
2024-12-15 19:20:00,0
2024-12-15 19:25:00,0
2024-12-15 19:30:00,0
2024-12-15 19:35:00,0
2024-12-15 19:40:00,0
2024-12-15 19:45:00,0
2024-12-15 19:50:00,0
2024-12-15 19:55:00,0
2024-12-15 20:00:00,0
2024-12-15 20:05:00,0
2024-12-15 20:10:00,0
2024-12-15 20:15:00,0
2024-12-15 20:20:00,0
2024-12-15 20:25:00,0
2024-12-15 20:30:00,0
2024-12-15 20:35:00,0
2024-12-15 20:40:00,0
2024-12-15 20:45:00,0
2024-12-15 20:50:00,0
2024-12-15 20:55:00,0
2024-12-15 21:00:00,0
2024-12-15 21:05:00,0
2024-12-15 21:10:00,0
2024-12-15 21:15:00,0
2024-12-15 21:20:00,0
2024-12-15 21:25:00,0
2024-12-15 21:30:00,0
2024-12-15 21:35:00,0
2024-12-15 21:40:00,0
2024-12-15 21:45:00,0
2024-12-15 21:50:00,0
2024-12-15 21:55:00,0
2024-12-15 22:00:00,0
2024-12-15 22:05:00,0
2024-12-15 22:10:00,0
2024-12-15 22:15:00,0
2024-12-15 22:20:00,0
2024-12-15 22:25:00,0
2024-12-15 22:30:00,0
2024-12-15 22:35:00,0
2024-12-15 22:40:00,0
2024-12-15 22:45:00,0
2024-12-15 22:50:00,0
2024-12-15 22:55:00,0
2024-12-15 23:00:00,0
2024-12-15 23:05:00,0
2024-12-15 23:10:00,0
2024-12-15 23:15:00,0
2024-12-15 23:20:00,0
2024-12-15 23:25:00,0
2024-12-15 23:30:00,0
2024-12-15 23:35:00,0
2024-12-15 23:40:00,0
2024-12-15 23:45:00,0
2024-12-15 23:50:00,0
2024-12-15 23:55:00,0
